GeneName	GWAS	SNPs	Intergenic	Context
SCN1A	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs11885663	0	intron_variant
SCN1A	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs12463754	0	intron_variant
SCN1A-AS1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs11885663	0	intron_variant
SCN1A-AS1	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs12463754	0	intron_variant
SCN8A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10735836	0	intron_variant
SCN8A	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs303806	0	intron_variant
SCN8A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4761989	0	intron_variant
SCN8A	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs671255	0	intron_variant
SEC11C	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs8094095	0	3_prime_UTR_variant
SEC11C	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs9961653	1	intergenic_variant
SEC11C	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs9964420	0	3_prime_UTR_variant
SEM1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10254050	1	intergenic_variant
SEM1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2922966	1	intergenic_variant
SEM1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2948276	1	TF_binding_site_variant
SEM1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs4729303	1	intergenic_variant
SEM1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs73228360	1	intergenic_variant
SEMA3F-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11714286	0	intron_variant
SEMA3F-AS1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs2014830	0	intron_variant
SEMA3F-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs62260771	0	intron_variant
SEMA6A	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1027742	0	intron_variant
SEMA6A-AS2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17140201	0	intron_variant
SEMA6D	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs13329140	0	intron_variant
SEMA6D	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs17388803	0	intron_variant
SEMA6D	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs59986227	0	5_prime_UTR_variant
SEMA6D	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs8038326	0	intron_variant
SFMBT1	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs11715894	0	intron_variant
SGCD	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs9314082	1	intergenic_variant
SGCZ	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs73219758	0	intron_variant
SGIP1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs11208844	1	intergenic_variant
SH3BP2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs231398	0	intron_variant
SH3RF1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4535301	1	regulatory_region_variant
SHB	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4878734	0	intron_variant
SHCBP1L	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs186768855	0	intron_variant
SHISA6	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs11650677	0	intron_variant
SHISA6	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs205024	0	intron_variant
SKAP1	gwas_catalog:EFO_0008328_|_PubMedID:28604731	rs72827839	0	intron_variant
SKAP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs77556405	0	intron_variant
SKOR2	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs9956387	0	missense_variant
SLC10A7	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72729847	0	intron_variant
SLC12A5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs57236847	0	intron_variant
SLC15A5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1799464	1	intergenic_variant
SLC24A3	gwas_catalog:EFO_0007875_|_PubMedID:28604731	rs565444861	0	intron_variant
SLC25A17	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs9611417	0	intron_variant
SLC26A5	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs117430989	0	splice_region_variant
SLC26A5	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2190422	0	intron_variant
SLC26A5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs735459	0	intron_variant
SLC27A3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6665637	1	TF_binding_site_variant
SLC29A3	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs10823730	1	intergenic_variant
SLC2A9	gwas_catalog:EFO_0007875_|_PubMedID:28604731	rs543431433	0	intron_variant
SLC35F4	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs5002617	0	intron_variant
SLC36A4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1508608	0	intron_variant
SLC38A1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7970129	1	intergenic_variant
SLC39A8	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs13107325	0	missense_variant
SLC44A2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs3843751	0	intron_variant
SLC44A4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs553108	0	intron_variant
SLC6A13	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3782860	0	intron_variant
SLC6A3	gwas_catalog:EFO_0005271_|_PubMedID:30804565;30846698	rs365663	0	intron_variant
SLC8A1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs374153	0	intron_variant
SLC8A1-AS1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs374153	0	intron_variant
SLC9A9	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs17635531	1	intergenic_variant
SMAD5	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs4585442	0	missense_variant
SMC1B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2294203	1	intergenic_variant
SMIM40	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs9277979	0	intron_variant
SMYD1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs2919869	0	intron_variant
SNORD3G	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs74802342	1	intergenic_variant
SNRNP27	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs13393656	1	intergenic_variant
SOAT1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs13306728	0	intron_variant
SOX2-OT	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs10937060	0	intron_variant
SOX5	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs11611435	0	intron_variant
SOX5	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs12811046	0	intron_variant
SOX6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10832648	0	intron_variant
SOX6	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs297343	0	intron_variant
SOX6	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs72632979	0	intron_variant
SPTA1	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs2022003	0	intron_variant
SPTSSB	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2004862	1	intergenic_variant
SPTY2D1	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs142398474	1	intergenic_variant
SRGAP3	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs341785	0	intron_variant
SRSF10	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2506089	1	regulatory_region_variant
SRSF1P1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2593487	1	intergenic_variant
SRSF3P1	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs142398474	1	intergenic_variant
SSR3	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30595370	rs2102506	1	intergenic_variant
ST18	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11988076	0	intron_variant
ST18	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs16917522	0	intron_variant
ST18	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs769066	0	intron_variant
ST18	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7845620	0	intron_variant
STEAP1B	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs34349384	1	intergenic_variant
STON1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs66888174	0	intron_variant
STON1-GTF2A1L	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs66888174	0	intron_variant
STON1-GTF2A1L	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs6751138	0	intron_variant
STON2	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs2012796	0	intron_variant
STUM	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs4653454	1	intergenic_variant
SULF1	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs10108002	0	intron_variant
SYT10	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11052689	0	intron_variant
SYT16	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7143933	0	intron_variant
TAB1	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs5757675	1	intergenic_variant
TACR1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12464387	1	intergenic_variant
TANC2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs17682747	0	intron_variant
TANC2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72841368	0	intron_variant
TARS2	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs9436116	1	intergenic_variant
TARS2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9436119	0	intron_variant
TAT-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs11641811	1	intergenic_variant
TBC1D5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9817910	0	intron_variant
TBC1D5	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs9853258	0	intron_variant
TCF20	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs4822107	0	intron_variant
TCF20	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs762995	0	non_coding_transcript_exon_variant
TCF4	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs12607679	0	intron_variant
TCF4	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs12963463	0	intron_variant
TCF4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs17596722	0	intron_variant
TCF4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs28602385	0	intron_variant
TCF4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs66791238	0	intron_variant
TENM2	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs11749990	0	intron_variant
TENT5A	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs189689339	0	intron_variant
TET1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2298117	0	intron_variant
TEX14	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs412000	0	non_coding_transcript_exon_variant
TEX29	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1163628	1	intergenic_variant
TFEC	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1113295	0	intron_variant
TFEC	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs17302081	0	intron_variant
TFEC	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6978514	0	intron_variant
TGFBR2	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4955158	1	regulatory_region_variant
TIPARP-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30595370	rs2102506	1	intergenic_variant
TMCO4	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs4912144	0	intron_variant
TMCO4	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7543480	0	intron_variant
TMEM108	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs2699869	0	intron_variant
TMEM108	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30595370	rs13065394	0	intron_variant
TMEM108-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30595370	rs13065394	0	intron_variant
TMEM132B	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs142261172	0	intron_variant
TMEM144	gwas_catalog:EFO_0007875_|_PubMedID:27992416	rs115320831	1	intergenic_variant
TMEM151A	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs10896109	1	TF_binding_site_variant
TMEM161B-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12515274	0	intron_variant
TMEM161B-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs12657776	0	intron_variant
TMEM161B-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1367233	0	intron_variant
TMEM161B-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4269995	0	intron_variant
TMEM170B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9394154	0	intron_variant
TMEM196	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs10267417	1	intergenic_variant
TMEM26	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs4948275	1	intergenic_variant
TMPRSS5	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2514214	1	regulatory_region_variant
TNIK	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs115419280	0	intron_variant
TNRC6B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11705370	0	intron_variant
TNRC6B	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs139911	0	intron_variant
TNRC6B	gwas_catalog:EFO_0004354_|_PubMedID:26955885;27494321;28604731	rs4821940	0	intron_variant
TNRC6B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6001817	0	intron_variant
TNRC6B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs9611302	0	intron_variant
TOX	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10109566	0	intron_variant
TRAF3IP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11900963	0	3_prime_UTR_variant
TRAF3IP1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs12477345	0	intron_variant
TRAF3IP1	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs55694368	1	intergenic_variant
TRAF3IP1	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs75804782	1	intergenic_variant
TRIM33	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11102807	1	intergenic_variant
TRIM33	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs35461065	1	intergenic_variant
TRIM33	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs9429539	1	intergenic_variant
TRIM35	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2322605	0	intron_variant
TRIM37	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs117987711	0	intron_variant
TRPC6	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs1939455	0	intron_variant
TRPC7	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs180769	0	intron_variant
TRPS1	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs12682033	0	intron_variant
TRPS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2736208	1	intergenic_variant
TRPS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2737245	0	intron_variant
TSHZ1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1025601	1	regulatory_region_variant
TSHZ3	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4804951	0	intron_variant
TTC28	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs695459	0	intron_variant
TTC28	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs9613630	0	intron_variant
TTC29	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs10029061	0	intron_variant
TTC8	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1014894	1	intergenic_variant
TUBD1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs58681483	1	intergenic_variant
TXNL4B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs5467	0	intron_variant
UBE2B	gwas_catalog:EFO_0004354_|_PubMedID:30120083	rs11538104	0	3_prime_UTR_variant
UBE2E2	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30804565	rs7428484	0	intron_variant
UBE2E2-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs73050286	1	regulatory_region_variant
UBL5	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs10421649	1	intergenic_variant
UBL5	gwas_catalog:EFO_0005271_|_PubMedID:30531941	rs34786000	1	intergenic_variant
UBXN2A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs72796401	0	intron_variant
UBXN4	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs77248969	1	regulatory_region_variant
UNC5B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10762434	0	intron_variant
UNC5B	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs10999667	1	intergenic_variant
UNC5B	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs7910164	1	regulatory_region_variant
UNC5D	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs1919346	0	intron_variant
UNC5D	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs6468316	0	intron_variant
UPP2	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs6437122	0	intron_variant
USP31	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11641239	0	intron_variant
USP34	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4672440	0	intron_variant
USP34	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs778138	0	intron_variant
USP34	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs812925	0	intron_variant
USP49	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs12661667	0	intron_variant
USP7	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs2304467	0	intron_variant
UVSSA	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs3796618	0	intron_variant
VAMP2	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1061032	0	3_prime_UTR_variant
VAMP3	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs11121022	0	non_coding_transcript_exon_variant
VAMP9P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs57180764	0	intron_variant
VRK2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs17049270	0	intron_variant
VSX2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs4899502	1	intergenic_variant
VTI1A	gwas_catalog:EFO_0008328_|_PubMedID:32579418	rs7071256	0	intron_variant
VWA8	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs61963123	0	intron_variant
WBP2P1	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823;30804565	rs1013987	1	intergenic_variant
WDCP	gwas_catalog:EFO_0004354_|_PubMedID:27494321	rs70944707	0	intron_variant
WDHD1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2878172	1	intergenic_variant
WSCD2	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs4402351	1	intergenic_variant
XKR6	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs11250098	0	intron_variant
YWHAZ	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs1470764	0	intron_variant
YWHAZ	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs3100052	1	intergenic_variant
Z82170.1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs213443	1	intergenic_variant
Z82170.1	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs213462	1	intergenic_variant
Z98884.1	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs61773390	0	intron_variant
Z98884.2	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs11121022	0	non_coding_transcript_exon_variant
ZBED9	gwas_catalog:EFO_0005271_|_PubMedID:30804565	rs34388845	0	intron_variant
ZBED9	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs34556183	1	regulatory_region_variant
ZBTB16	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs10891630	0	intron_variant
ZBTB16	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs4936290	0	intron_variant
ZBTB37	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6691053	0	3_prime_UTR_variant
ZC3H14	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs6575012	0	non_coding_transcript_exon_variant
ZCCHC2	gwas_catalog:EFO_0008328_|_PubMedID:30696823;30804565	rs11152350	0	intron_variant
ZCCHC2	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs4941144	0	intron_variant
ZCCHC2	gwas_catalog:EFO_0008328_|_PubMedID:30595370	rs56076457	0	intron_variant
ZCCHC7	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12554976	0	intron_variant
ZCCHC7	gwas_catalog:EFO_0008328_|_PubMedID:30595370;30696823	rs308521	1	intergenic_variant
ZCCHC7	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs78146603	0	intron_variant
ZCCHC8	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7964138	1	intergenic_variant
ZFAT	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4909296	0	intron_variant
ZFP91	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12808544	0	intron_variant
ZFP91	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs3168135	0	3_prime_UTR_variant
ZFP91-CNTF	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs12808544	0	intron_variant
ZFP91-CNTF	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs3168135	0	3_prime_UTR_variant
ZKSCAN3	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs142180737	1	intergenic_variant
ZMIZ2	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs3735478	0	missense_variant
ZMYM4	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs12069385	0	intron_variant
ZMYND19	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs1776776	1	regulatory_region_variant
ZNF410	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs72627123	0	intron_variant
ZNF454	gwas_catalog:EFO_0005271_|_PubMedID:25469926	rs11741688	1	intergenic_variant
ZNF486	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs836901	0	intron_variant
ZNF536	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs73026775	0	intron_variant
ZNF618	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11788633	0	intron_variant
ZNF804A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1593205	1	intergenic_variant
ZNF804A	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4666682	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11180986	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11495590	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11520042	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs11526064	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs11610973	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs1283298	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs1733410	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs2048061	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0004354_|_PubMedID:26835600	rs2197308	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4436614	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs4882315	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs7314457	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs8189580	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9705901	1	intergenic_variant
ZNF970P	gwas_catalog:EFO_0008328_|_PubMedID:30696823	rs9739706	1	intergenic_variant
ZSCAN12	gwas_catalog:EFO_0005271_|_PubMedID:30846698	rs142180737	1	intergenic_variant
ZSCAN16-AS1	gwas_catalog:EFO_0008328_|_PubMedID:30804565	rs139757732	0	intron_variant
ZWINT	gwas_catalog:EFO_0005271_|_PubMedID:27126917	rs10825741	1	intergenic_variant
